Gene_name	Cilia_comments	Cilium_comments	Centrosome_comments	Flagella_comments	Flagellum_comments	Cilia	Cilium	Centrosome	Flagella	Flagellum
FBXO38	Most of the normal tissues displayed moderate cytoplasmic positivity. Strong staining was observed in small intestine, urothelium and breast. Cilia in the respiratory epithelia and fallopian tubes were distinctly stained. The CNS and lymphoid cells were in general weakly stained or negative.	NA	NA	NA	NA	YES	NO	NO	NO	NO
SPINK7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PCYOX1L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GLRA1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TNIP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
G3BP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF300	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
N4BP3	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	Mainly localized to the nucleoplasm. In addition localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	NA	NA	YES	NO	YES	NO	NO
NHP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RMND5B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BOD1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CPLX2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TENM2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KCNMB1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAM50B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MYLK4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAM217A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TBC1D7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FARS2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GFOD1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CDKAL1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PSD2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LRRTM2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZMAT2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GFRA3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KLHL3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DCDC2	Cytoplasmic expression in several tissues, most abundant in cells in renal tubules and cilia in fallopian tube.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Endometrial ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
SLC17A4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
H2BC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KAAG1	Endometrial ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
TRIM7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRIM41	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HIGD2A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAM193B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PLA2G7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TNFRSF21	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RNF44	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MMUT	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RASGEF1C	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DOK3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ABT1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PPP1R18	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DAAM2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PRIM2	NA	NA	centrosome	NA	NA	NO	NO	YES	NO	NO
MLIP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HMGCLL1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LGSN	Respiratory ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
FGD2	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
SCUBE3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ANO7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CRIP3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TTBK1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TCTE1	Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
RPL7L1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NFKBIE	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CYP39A1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TPBG	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IRAK1BP1	Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
PHIP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PRSS35	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MMS22L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAXC	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GABRR1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PNRC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PM20D2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RARS2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SCML4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TBC1D32	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CLVS2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GPR6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RNF217	NA	NA	NA	NA	Spermatids - Flagellum & Golgi organization	NO	NO	NO	NO	YES
RSPO3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ARHGAP18	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Respiratory ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
TAAR2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TAAR6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TAAR8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ABRACL	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TAAR1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC18B1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MTFR2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC2A12	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SHPRH	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Most normal tissues displayed moderate to strong cytoplasmic staining which in some cells was combined with nuclear positivity. Strong positivity was observed in cilia of cells in fallopian tube and airways.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
AIG1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
DYNLT1	Respiratory ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
TIAM2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM181	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PNLDC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
WTAP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZMYM4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
VIP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ARMT1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC22A3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
VWDE	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GNA12	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
C7orf50	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SDK1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CCZ1B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C7orf26	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RBAK	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CREB5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FERD3L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EGFR	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CDCA5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IGFBP3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PURB	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IGFBP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SSC4D	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MDH2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
POMZP3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NIPSNAP2	Endometrial ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
CCT6A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PSPH	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
TRIM50	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF92	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ATXN7L1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM168	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ASB15	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MAP11	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC12A9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GIGYF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRIM4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MEPCE	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZAN	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM209	NA	NA	NA	NA	Spermatids - Flagellum & Golgi organization	NO	NO	NO	NO	YES
AGBL3	NA	NA	NA	NA	Spermatids - Flagellum & Golgi organization	NO	NO	NO	NO	YES
STRA8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZC3HAV1L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM140	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TLK2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EPHA1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NOM1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CNPY1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NCAPG2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ASB10	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NLGN4X	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SHROOM2	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
RAB19	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LUC7L2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DENND2A	Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
CLTRN	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SH3KBP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM47	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LANCL3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SYTL5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CASK	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KDM6A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SPIN2A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MSN	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AKAP4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CCNB3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HDAC8	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
SLC16A2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DIPK2B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF157	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF182	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CHST7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KRBOX4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NDUFB11	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF41	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
RAB41	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZMYM3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TAF1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
GPR174	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NONO	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CCDC120	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LPAR4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EBP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AWAT2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OGT	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
SNX12	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ITGB1BP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IL2RG	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GCNA	Endometrial ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
ZNF711	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CPXCR1	NA	NA	NA	NA	Spermatids - Flagellum & Golgi organization	NO	NO	NO	NO	YES
DIAPH2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NXF3	Ciliated cells - Cilium organization,Endometrial ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
RIPPLY1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PRPS1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RADX	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FRMPD3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HTR2C	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DOCK11	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IGSF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ARHGAP36	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GPC3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GPR119	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RBMX	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MCPH1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MFHAS1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FBXO25	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FATE1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MAGEA4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NSDHL	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF185	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CETN2	Ciliated cells - Cilium organization,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
RPL10	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CSGALNACT1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ATP6V1B2	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CCDC25	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HMBOX1	NA	NA	centrosome	NA	Spermatids - Flagellum & Golgi organization	NO	NO	YES	NO	YES
CHRNB3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CHRNA6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GNRH1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
